OBJECTID,OBJECTCLASS,OBJECTSUBCLASS,DESCRIPTION,REPOSITORY,CREATEDDATE,UPDATEDDATE,TRANSFERDATE,EXPIRATIONDATE,RENEWALMODE,RENEWALPERIOD,PREPAIDPERIOD,PAIDUNTILDATE,ACCOUNTINGDATE,FINALIZATIONDATE,FAILUREDATE,NEXTACTION,NEXTACTIONDATE,NAMESERVER,INTERNALNAMESERVER,STATUS,OWNERCONTACT,ADMINCONTACT,TECHCONTACT,BILLINGCONTACT,ROID,TRANSFERLOCK,ADDON-PROXY,ADDON-TRUSTEE,MISSINGPARAMETER,INVALIDPARAMETER,CLAIMKEY,TRANSFER-DIRECTION,TRANSFER-CREATEDDATE,TRANSFER-STATUS,TRANSFER-OLDREGISTRAR,TRANSFER-NEWREGISTRAR,User,SubUser,SubSubUsers
giga.pizza,DOMAIN,PIZZA,giga.pizza,UNIREGISTRY-OTE-1API1,2017-03-03 12:25:06,2017-06-29 22:01:29,0000-00-00 00:00:00,2026-03-03 12:25:06,AUTORENEW,1Y,0,2026-03-03 12:25:06,2026-03-03 12:25:06,2026-04-16 12:25:06,2026-04-16 12:25:06,pay,2026-03-03 12:25:06,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
a-ma-pharmacie.com,DOMAIN,COM,a-ma-pharmacie.com,COM-OTE-1API1,2017-03-01 15:30:05,2022-02-17 13:21:01,0000-00-00 00:00:00,2026-03-01 15:30:05,AUTORENEW,1Y,0,2026-03-01 15:30:05,2026-02-24 15:30:05,2026-03-02 15:30:05,2026-04-14 15:30:05,pay,2026-02-24 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,1,0,,,,,,,,,,test.user,,
a-trojan-carpet-care.com,DOMAIN,COM,a-trojan-carpet-care.com,COM-OTE-1API1,2017-02-22 15:30:04,2017-06-29 18:29:43,0000-00-00 00:00:00,2026-02-22 15:30:04,AUTORENEW,1Y,0,2026-02-22 15:30:04,2026-02-17 15:30:04,2026-02-23 15:30:04,2026-04-07 15:30:04,pay,2026-02-17 15:30:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
carinsurancelatest.com,DOMAIN,COM,carinsurancelatest.com,COM-OTE-1API1,2017-02-22 15:30:05,2017-06-29 18:35:04,0000-00-00 00:00:00,2026-02-22 15:30:05,AUTORENEW,1Y,0,2026-02-22 15:30:05,2026-02-17 15:30:05,2026-02-23 15:30:05,2026-04-07 15:30:05,pay,2026-02-17 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
a-azon.com,DOMAIN,COM,a-azon.com,COM-OTE-1API1,2017-02-21 14:05:02,2017-08-09 12:15:19,0000-00-00 00:00:00,2026-02-21 14:05:02,AUTORENEW,1Y,0,2026-02-21 14:05:02,2026-02-16 14:05:02,2026-02-22 14:05:02,2026-04-06 14:05:02,pay,2026-02-16 14:05:02,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,1,0,,,,,,,,,,test.user,,
test-235234.luxury,DOMAIN,LUXURY,test-235234.luxury,ARI-OTE-1API1,2017-02-20 14:07:47,2017-02-25 14:07:48,0000-00-00 00:00:00,2026-02-20 14:07:47,AUTORENEW,1Y,0,2026-02-20 14:07:47,2026-02-15 14:07:47,2026-02-21 14:07:47,2026-04-05 14:07:47,pay,2026-02-15 14:07:47,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-RDE1385417,P-TUH1260830,P-TUH1260830,P-TUH1260830,,1,0,,,,,,,,,,test.user,,
test-004.irish,DOMAIN,IRISH,test-004.irish,DONUTS-OTE-1API1,2017-02-22 15:49:04,2022-07-14 08:17:13,0000-00-00 00:00:00,2026-02-22 15:49:04,AUTORENEW,1Y,0,2026-02-22 15:49:04,2026-02-23 15:49:04,2026-03-29 15:49:04,2026-04-07 15:49:04,pay,2026-02-23 15:49:04,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DDE1394324,P-RDE1385417,P-RDE1385417,P-TUH1387059,,0,0,,,,,,,,,,test.user,,
fr1946.se.net,DOMAIN,SENET,fr1946.se.net,CENTRALNIC-OTE-1API,2017-02-09 13:30:19,2024-02-10 00:19:26,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,1,0,,,,,,,,,,test.user,,
asdfasfaf.shop,DOMAIN,SHOP,asdfasfaf.shop,SHOP-OTE-1API1,2017-02-25 09:24:36,2017-02-25 09:24:36,0000-00-00 00:00:00,2018-02-25 23:59:59,AUTORENEW,1Y,1Y,2019-02-25 23:59:59,2019-02-26 23:59:59,2018-04-01 23:59:59,2019-04-10 23:59:59,expireunpaid,2019-04-10 23:59:59,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,,,,,,,,,,,test.user,,
test-001.irish,DOMAIN,IRISH,test-001.irish,DONUTS-OTE-1API1,2017-02-22 15:06:37,2022-07-14 08:17:08,0000-00-00 00:00:00,2026-02-22 15:06:37,AUTORENEW,1Y,0,2026-02-22 15:06:37,2026-02-23 15:06:37,2026-03-29 15:06:37,2026-04-07 15:06:37,pay,2026-02-23 15:06:37,ns1.ispapi.net ns1.hexonet.net ns.test-001.irish,ns1.ispapi.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE clientTransferProhibited,P-RDE1385417,P-DDE1385625,P-TUH1260830,P-TUH1260830,,1,WHOISTRUSTEE_DONUTS,,,,,,,,,,test.user,,
aadishaktigroup.com,DOMAIN,COM,aadishaktigroup.com,COM-OTE-1API1,2017-03-04 16:10:04,2017-06-29 18:29:56,0000-00-00 00:00:00,2026-03-04 16:10:04,AUTORENEW,1Y,0,2026-03-04 16:10:04,2026-02-27 16:10:04,2026-03-05 16:10:04,2026-04-17 16:10:04,pay,2026-02-27 16:10:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395782,P-RBH1395782,P-RBH1395782,P-RBH1395782,,0,0,,,,,,,,,,test.user,,
bathroom.today,DOMAIN,TODAY,bathroom.today,DONUTS-OTE-1API1,2017-03-03 12:25:04,2022-07-14 08:17:22,0000-00-00 00:00:00,2026-03-03 12:25:04,AUTORENEW,1Y,0,2026-03-03 12:25:04,2026-03-04 12:25:04,2026-04-07 12:25:04,2026-04-16 12:25:04,pay,2026-03-04 12:25:04,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
a-betteryoufitness.com,DOMAIN,COM,a-betteryoufitness.com,COM-OTE-1API1,2017-02-08 15:20:07,2022-02-17 13:20:47,0000-00-00 00:00:00,2026-02-08 15:20:07,AUTORENEW,1Y,0,2026-02-08 15:20:07,2026-02-03 15:20:07,2026-02-09 15:20:07,2026-03-24 15:20:07,pay,2026-02-03 15:20:07,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,1,0,,,,,,,,,,test.user,,
testdoma.in,DOMAIN,IN,testdoma.in,IN-OTE-1API1,2017-03-03 18:22:12,2017-03-03 18:22:11,0000-00-00 00:00:00,2026-03-01 18:22:12,AUTORENEW,1Y,0,2026-03-01 18:22:12,2026-03-01 18:22:12,2026-04-13 18:22:12,2026-04-14 18:22:12,pay,2026-03-01 18:22:12,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,,,,,,,,,,,test.user,,
abcamericanshopping.com,DOMAIN,COM,abcamericanshopping.com,COM-OTE-1API1,2017-02-28 15:35:03,2017-06-29 18:30:11,0000-00-00 00:00:00,2026-02-28 15:35:03,AUTORENEW,1Y,0,2026-02-28 15:35:03,2026-02-23 15:35:03,2026-03-01 15:35:03,2026-04-13 15:35:03,pay,2026-02-23 15:35:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395159,P-RBH1395159,P-RBH1395159,P-RBH1395159,,0,0,,,,,,,,,,test.user,,
it425.ae.org,DOMAIN,AEORG,it425.ae.org,CENTRALNIC-OTE-1API,2017-02-09 13:02:43,2017-06-29 22:07:58,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,IT425-GANDI,IT425-GANDI,IT425-GANDI,IT425-GANDI,,1,0,,,,,,,,,,test.user,,
a-kwan.com,DOMAIN,COM,a-kwan.com,COM-OTE-1API1,2017-03-03 15:30:04,2017-06-29 18:29:32,0000-00-00 00:00:00,2026-03-03 15:30:04,AUTORENEW,1Y,0,2026-03-03 15:30:04,2026-02-26 15:30:04,2026-03-04 15:30:04,2026-04-16 15:30:04,pay,2026-02-26 15:30:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
test-342t5436346.com,DOMAIN,COM,test-342t5436346.com,COM-OTE-1API1,2017-02-17 15:14:36,2017-02-17 15:14:35,0000-00-00 00:00:00,2026-02-17 15:14:36,AUTORENEW,1Y,0,2026-02-17 15:14:36,2026-02-12 15:14:36,2026-02-18 15:14:36,2026-04-02 15:14:36,pay,2026-02-12 15:14:36,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,WHOISTRUSTEE,,,,,,,,,,test.user,,
a-ma-table.com,DOMAIN,COM,a-ma-table.com,COM-OTE-1API1,2017-02-07 09:15:03,2017-06-29 18:29:35,0000-00-00 00:00:00,2026-02-07 09:15:03,AUTORENEW,1Y,0,2026-02-07 09:15:03,2026-02-02 09:15:03,2026-02-08 09:15:03,2026-03-23 09:15:03,pay,2026-02-02 09:15:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
dddeeeeeeeeeeee1.com.au,DOMAIN,COMAU,dddeeeeeeeeeeee1.com.au,OPENSRS-OTE-1API1,2017-02-24 19:59:00,2017-06-29 21:51:33,0000-00-00 00:00:00,2019-02-24 19:59:00,AUTORENEW,1Y,1Y,2020-02-24 19:59:00,2020-02-17 19:59:00,2019-02-23 19:59:00,2020-03-24 19:59:00,expireunpaid,2020-03-24 19:59:00,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,grigouze412,grigouze412,grigouze412,grigouze412,,,,,,,,,,,,,test.user,,
booter.city,DOMAIN,CITY,booter.city,DONUTS-OTE-1API1,2017-03-03 20:05:04,2022-07-14 08:17:25,0000-00-00 00:00:00,2026-03-03 20:05:04,AUTORENEW,1Y,0,2026-03-03 20:05:04,2026-03-04 20:05:04,2026-04-07 20:05:04,2026-04-16 20:05:04,pay,2026-03-04 20:05:04,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-RBH1395703,P-RBH1395703,P-RBH1395703,P-RBH1395703,,0,0,,,,,,,,,,test.user,,
accro-sports.com,DOMAIN,COM,accro-sports.com,COM-OTE-1API1,2017-02-20 15:35:03,2017-06-29 18:30:24,0000-00-00 00:00:00,2026-02-20 15:35:03,AUTORENEW,1Y,0,2026-02-20 15:35:03,2026-02-15 15:35:03,2026-02-21 15:35:03,2026-04-05 15:35:03,pay,2026-02-15 15:35:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
a-a-fashion.com,DOMAIN,COM,a-a-fashion.com,COM-OTE-1API1,2017-02-13 15:25:05,2022-02-17 13:20:40,0000-00-00 00:00:00,2026-02-13 15:25:05,AUTORENEW,1Y,0,2026-02-13 15:25:05,2026-02-08 15:25:05,2026-02-14 15:25:05,2026-03-29 15:25:05,pay,2026-02-08 15:25:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE PENDINGTRANSFER clientTransferProhibited,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,1,0,,,,,OUT,2017-10-24 10:49:13,NACK,,,test.user,,
a-peixun.com,DOMAIN,COM,a-peixun.com,COM-OTE-1API1,2017-02-07 10:25:04,2022-02-17 13:21:05,0000-00-00 00:00:00,2026-02-07 10:25:04,AUTORENEW,1Y,0,2026-02-07 10:25:04,2026-02-02 10:25:04,2026-02-08 10:25:04,2026-03-23 10:25:04,pay,2026-02-02 10:25:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,1,0,,,,,,,,,,test.user,,
fr1946.hu.net,DOMAIN,HUNET,fr1946.hu.net,CENTRALNIC-OTE-1API,2017-02-09 13:30:16,2017-06-29 21:58:53,0000-00-00 00:00:00,2026-02-09 23:59:59,AUTORENEW,1Y,0,2026-02-09 23:59:59,2026-02-09 23:59:59,2026-03-25 23:59:59,2026-03-25 23:59:59,pay,2026-02-09 23:59:59,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE clientTransferProhibited,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,FR1946-GANDI,,1,0,,,,,,,,,,test.user,,
test-1001.luxury,DOMAIN,LUXURY,test-1001.luxury,ARI-OTE-1API1,2017-02-20 14:42:18,2017-02-25 14:42:21,0000-00-00 00:00:00,2026-02-20 14:42:18,AUTORENEW,1Y,0,2026-02-20 14:42:18,2026-02-15 14:42:18,2026-02-21 14:42:18,2026-04-05 14:42:18,pay,2026-02-15 14:42:18,ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1387059,P-RDE1385417,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
coskunbil.com,DOMAIN,COM,coskunbil.com,COM-OTE-1API1,2017-02-25 09:24:39,2017-06-29 18:35:57,0000-00-00 00:00:00,2026-02-25 09:24:39,AUTORENEW,1Y,0,2026-02-25 09:24:39,2026-02-20 09:24:39,2026-02-26 09:24:39,2026-04-10 09:24:39,pay,2026-02-20 09:24:39,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns1.ispapi.net ns2.ispapi.net ns3.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
markanthonyfashions.com,DOMAIN,COM,markanthonyfashions.com,COM-OTE-1API1,2017-03-02 15:30:06,2017-03-02 15:30:06,0000-00-00 00:00:00,2026-03-02 15:30:06,AUTORENEW,1Y,0,2026-03-02 15:30:06,2026-02-25 15:30:06,2026-03-03 15:30:06,2026-04-15 15:30:06,pay,2026-02-25 15:30:06,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,0,0,,,,,,,,,,test.user,,
noticiasdegoogle.com,DOMAIN,COM,noticiasdegoogle.com,COM-OTE-1API1,2017-02-22 15:25:03,2017-02-22 15:25:03,0000-00-00 00:00:00,2026-02-22 15:25:03,AUTORENEW,1Y,0,2026-02-22 15:25:03,2026-02-17 15:25:03,2026-02-23 15:25:03,2026-04-07 15:25:03,pay,2026-02-17 15:25:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
fancylikes.com,DOMAIN,COM,fancylikes.com,COM-OTE-1API1,2017-02-13 14:42:59,2018-06-27 16:27:53,0000-00-00 00:00:00,2026-02-13 14:42:59,AUTORENEW,1Y,0,2026-02-13 14:42:59,2026-02-08 14:42:59,2026-02-14 14:42:59,2026-03-29 14:42:59,pay,2026-02-08 14:42:59,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns1.ispapi.net ns3.ispapi.net ns2.ispapi.net,ACTIVE,P-TUH1260830,P-TUH1260830,P-TUH1260830,P-TUH1260830,,0,0,,,,,,,,,,test.user,,
stresser.city,DOMAIN,CITY,stresser.city,DONUTS-OTE-1API1,2017-03-03 20:05:07,2022-07-14 08:17:36,0000-00-00 00:00:00,2026-03-03 20:05:07,AUTORENEW,1Y,0,2026-03-03 20:05:07,2026-03-04 20:05:07,2026-04-07 20:05:07,2026-04-16 20:05:07,pay,2026-03-04 20:05:07,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395703,P-RBH1395703,P-RBH1395703,P-RBH1395703,,0,0,,,,,,,,,,test.user,,
abcapotheke-siegen.com,DOMAIN,COM,abcapotheke-siegen.com,COM-OTE-1API1,2017-02-28 15:35:03,2017-06-29 18:30:12,0000-00-00 00:00:00,2026-02-28 15:35:03,AUTORENEW,1Y,0,2026-02-28 15:35:03,2026-02-23 15:35:03,2026-03-01 15:35:03,2026-04-13 15:35:03,pay,2026-02-23 15:35:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395159,P-RBH1395159,P-RBH1395159,P-RBH1395159,,0,0,,,,,,,,,,test.user,,
test-003.irish,DOMAIN,IRISH,test-003.irish,DONUTS-OTE-1API1,2017-02-22 15:47:40,2022-07-14 08:17:10,0000-00-00 00:00:00,2026-02-22 15:47:40,AUTORENEW,1Y,0,2026-02-22 15:47:40,2026-02-23 15:47:40,2026-03-29 15:47:40,2026-04-07 15:47:40,pay,2026-02-23 15:47:40,ns1.ispapi.net ns1.hexonet.net ns.test-003.irish,ns1.ispapi.net ns1.hexonet.net ns1.hexonet.net ns1.hexonet.net,ACTIVE,P-DDE1394324,P-RDE1385417,P-RDE1385417,P-TUH1387059,,0,0,,,,,,,,,,test.user,,
a-veni.com,DOMAIN,COM,a-veni.com,COM-OTE-1API1,2017-03-03 15:30:05,2022-02-17 13:21:10,0000-00-00 00:00:00,2026-03-03 15:30:05,AUTORENEW,1Y,0,2026-03-03 15:30:05,2026-02-26 15:30:05,2026-03-04 15:30:05,2026-04-16 15:30:05,pay,2026-02-26 15:30:05,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE clientTransferProhibited,P-ASH1394554,P-ASH1394554,P-ASH1394554,P-ASH1394554,,1,0,,,,,,,,,,test.user,,
a-tphotography.com,DOMAIN,COM,a-tphotography.com,COM-OTE-1API1,2017-02-22 15:30:04,2017-06-29 18:29:42,0000-00-00 00:00:00,2026-02-22 15:30:04,AUTORENEW,1Y,0,2026-02-22 15:30:04,2026-02-17 15:30:04,2026-02-23 15:30:04,2026-04-07 15:30:04,pay,2026-02-17 15:30:04,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
sssss.com.au,DOMAIN,COMAU,sssss.com.au,OPENSRS-OTE-1API1,2017-02-16 18:34:28,2017-05-03 19:02:20,0000-00-00 00:00:00,2019-02-16 18:34:28,AUTORENEW,1Y,1Y,2020-02-16 18:34:28,2020-02-09 18:34:28,2019-02-15 18:34:28,2020-03-16 18:34:28,expireunpaid,2020-03-16 18:34:28,b.dns.gandi.net a.dns.gandi.net,,ACTIVE,P-TUH1260830,0024974c2b3c0872,grigouze4,grigouze4,,,,,,,,,,,,,test.user,,
test100001.fr,DOMAIN,FR,test100001.fr,AFNIC-OTE-1API1,2017-02-22 09:31:12,2017-02-22 10:07:15,0000-00-00 00:00:00,2026-02-20 09:31:12,AUTORENEW,1Y,0,2026-02-20 09:31:12,2026-02-13 09:31:12,2026-02-19 09:31:12,2026-02-19 09:31:12,pay,2026-02-13 09:31:12,ns3.hexonet.com ns2.hexonet.com ns1.hexonet.com,,ACTIVE,P-TCS1394574,P-TCS1394574,P-TCS1394574,P-TCS1394574,,,,,,,,,,,,,test.user,,
hexonet-domains.com,DOMAIN,COM,hexonet-domains.com,COM-OTE-1API1,2017-02-24 11:36:40,2017-06-29 22:04:17,0000-00-00 00:00:00,2026-02-24 11:36:40,AUTORENEW,1Y,0,2026-02-24 11:36:40,2026-02-19 11:36:40,2026-02-25 11:36:40,2026-04-09 11:36:40,pay,2026-02-19 11:36:40,ns33.ispapi.net ns22.ispapi.net ns11.ispapi.net ns55.ispapi.net,,ACTIVE,P-TUE1378025,P-TUE1378025,P-TUE1378025,P-TUE1378025,,0,0,,,,,,,,,,test.user,,
laura-c.com,DOMAIN,COM,laura-c.com,COM-OTE-1API1,2017-02-08 15:30:06,2017-02-08 15:30:06,0000-00-00 00:00:00,2026-02-08 15:30:06,AUTORENEW,1Y,0,2026-02-08 15:30:06,2026-02-03 15:30:06,2026-02-09 15:30:06,2026-03-24 15:30:06,pay,2026-02-03 15:30:06,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
zzzo6.com,DOMAIN,COM,zzzo6.com,COM-OTE-1API1,2017-02-26 15:30:03,2017-02-26 15:30:03,0000-00-00 00:00:00,2026-02-26 15:30:03,AUTORENEW,1Y,0,2026-02-26 15:30:03,2026-02-21 15:30:03,2026-02-27 15:30:03,2026-04-11 15:30:03,pay,2026-02-21 15:30:03,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-DSH1394849,P-DSH1394849,P-DSH1394849,P-DSH1394849,,0,0,,,,,,,,,,test.user,,
testckssitedsa.today,DOMAIN,TODAY,testckssitedsa.today,DONUTS-OTE-1API1,2017-03-03 20:05:08,2022-07-14 08:17:29,0000-00-00 00:00:00,2026-03-03 20:05:08,AUTORENEW,1Y,0,2026-03-03 20:05:08,2026-03-04 20:05:08,2026-04-07 20:05:08,2026-04-16 20:05:08,pay,2026-03-04 20:05:08,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ns3.ispapi.net ns1.ispapi.net ns2.ispapi.net,ACTIVE,P-RBH1395703,P-RBH1395703,P-RBH1395703,P-RBH1395703,,0,0,,,,,,,,,,test.user,,
anthonybarbersalon.com,DOMAIN,COM,anthonybarbersalon.com,COM-OTE-1API1,2017-02-08 15:20:08,2017-06-29 18:31:13,0000-00-00 00:00:00,2026-02-08 15:20:08,AUTORENEW,1Y,0,2026-02-08 15:20:08,2026-02-03 15:20:08,2026-02-09 15:20:08,2026-03-24 15:20:08,pay,2026-02-03 15:20:08,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns3.ispapi.net ns2.ispapi.net ns1.ispapi.net,ACTIVE,P-ASH1379393,P-ASH1379393,P-ASH1379393,P-ASH1379393,,0,0,,,,,,,,,,test.user,,
test100002.fr,DOMAIN,FR,test100002.fr,AFNIC-OTE-1API1,2017-02-22 10:09:16,2017-02-22 10:41:43,0000-00-00 00:00:00,2026-02-20 10:09:16,AUTORENEW,1Y,0,2026-02-20 10:09:16,2026-02-13 10:09:16,2026-02-19 10:09:16,2026-02-19 10:09:16,pay,2026-02-13 10:09:16,ns3.hexonet.com ns2.hexonet.com ns1.hexonet.com,,ACTIVE,P-TCS1394577,P-TCS1394577,P-TCS1394577,P-TCS1394577,,,,,,,,,,,,,test.user,,
shiniv.com,DOMAIN,COM,shiniv.com,COM-OTE-1API1,2017-02-27 08:33:49,2017-03-14 08:45:21,0000-00-00 00:00:00,2026-02-27 08:33:49,AUTORENEW,1Y,0,2026-02-27 08:33:49,2026-02-22 08:33:49,2026-02-28 08:33:49,2026-04-12 08:33:49,pay,2026-02-22 08:33:49,ns2.ispapi.net ns1.ispapi.net ns3.ispapi.net,ns1.ispapi.net ns2.ispapi.net ns3.ispapi.net,ACTIVE clientTransferProhibited,P-SCC1395050,P-SCC1395050,P-SCC1395050,P-SCC1395050,,1,0,,,,,,,,,,test.user,,
extension-check.lu,DOMAIN,LU,extension-check.lu,DNSLU-OTE-1API_1,2017-03-02 14:46:03,0000-00-00 00:00:00,0000-00-00 00:00:00,2026-03-02 14:46:03,AUTORENEW,1Y,0,2026-03-02 14:46:03,2026-02-23 14:46:03,2026-03-01 14:46:03,2026-03-01 14:46:03,pay,2026-02-23 14:46:03,ns-32-a.gnadi.net ns-99-c.gnadi.net ns-38-b.gnadi.net,,ACTIVE,NA1034-GANDI,NA1034-GANDI,NA1034-GANDI,,,,,,,,,,,,,,test.user,,
